grid,effect,effect_size,drift,drift_rate,ab_test,ab_size,blocking,block_rate,parse_corruption,noise_sd,k,design,false_positive_rate,power_strict,power_any,misattribution_rate,abstain_rate,mechanism_accuracy,mechanism_classifiable_rate,false_positive_rate_ci95,power_strict_ci95,power_any_ci95,misattribution_rate_ci95,abstain_rate_ci95,mechanism_accuracy_ci95,mechanism_classifiable_rate_ci95,n_panels
D,premium,0.1,none,0.0,False,0.1,none,0.0,0.0,0.005,3,D3,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,200
D,premium,0.1,none,0.0,False,0.1,none,0.0,0.0,0.005,3,D4,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,200
D,premium,0.1,none,0.0,False,0.1,none,0.0,0.0,0.005,3,D5,,1.0,1.0,0.0,0.01365,1.0,0.9863500000000001,,0.0,0.0,0.0,0.0014517642775560844,0.0,0.001451764277556086,200
D,premium,0.1,none,0.0,False,0.1,none,0.0,0.0,0.005,3,D6,,1.0,1.0,0.0,0.01365,1.0,0.9863500000000001,,0.0,0.0,0.0,0.0014517642775560844,0.0,0.001451764277556086,200
D,premium,0.15,none,0.0,False,0.1,none,0.0,0.0,0.005,3,D0,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,200
D,premium,0.15,none,0.0,False,0.1,none,0.0,0.0,0.005,3,D1,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,200
D,premium,0.15,none,0.0,False,0.1,none,0.0,0.0,0.005,3,D2,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,200
D,premium,0.15,none,0.0,False,0.1,none,0.0,0.0,0.005,3,D3,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,200
D,premium,0.15,none,0.0,False,0.1,none,0.0,0.0,0.005,3,D4,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,200
D,premium,0.15,none,0.0,False,0.1,none,0.0,0.0,0.005,3,D5,,1.0,1.0,0.0,0.0134,1.0,0.9865999999999999,,0.0,0.0,0.0,0.0016465500769119942,0.0,0.0016465500769119947,200
D,premium,0.15,none,0.0,False,0.1,none,0.0,0.0,0.005,3,D6,,1.0,1.0,0.0,0.0134,1.0,0.9865999999999999,,0.0,0.0,0.0,0.0016465500769119942,0.0,0.0016465500769119947,200
